Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Very Good,,they accommodated me for late checkout despite fully booked. thank you,8.0,January 2023,"January 26, 2023",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,Close to the ferry terminal,7.0,January 2023,"January 16, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Great,They had just fumigated so the smell was too much,It's quite,7.0,December 2022,"December 24, 2022",Standard Queen Room,2,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Great,,the customer care very good,7.0,June 2022,"June 22, 2022",Standard Queen Room,5,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
good choice for Dar,,all was good ! Asante Sana team,9.0,May 2022,"May 25, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
value for money,no bar / alcoholic dirnks,excellent comfort,8.0,May 2022,"May 12, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,nothing,good,8.0,December 2021,"January 1, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
they made my experience exceptional. I’ll like to come back,absolutely nothing,the people are awesome,10.0,December 2022,"December 31, 2022",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Exceptional,perfect!,perfect!,10.0,November 2022,"November 12, 2022",Standard Queen Room,5,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,April 2024,"May 23, 2024",Standard Queen Room,4,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"June 10, 2024",Standard Queen Room,4,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,June 2024,"June 30, 2024",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,April 2024,"June 28, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,June 2024,"June 24, 2024",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"June 21, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,April 2024,"June 18, 2024",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"June 17, 2024",Deluxe Queen Room - High Floor,4,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"June 12, 2024",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,May 2024,"June 10, 2024",Standard Queen Room,7,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"June 5, 2024",Superior Twin Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,June 2024,"July 17, 2024",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,June 2024,"June 5, 2024",Standard Queen Room,4,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
All good.,,,8.0,May 2024,"June 3, 2024",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,June 2024,"June 3, 2024",Deluxe Queen Room - High Floor,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
"A very good place to stay, if you want to be in the city center and close to the ferry terminal.",,,8.0,May 2024,"June 1, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,May 2024,"May 30, 2024",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,May 2024,"May 27, 2024",Deluxe Queen Room - High Floor,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,May 2024,"May 25, 2024",Deluxe Queen Room - High Floor,4,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,April 2024,"May 23, 2024",Standard Queen Room,6,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,June 2024,"July 12, 2024",Superior Twin Room,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,July 2024,"July 18, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Disappointing,"1. A/C is not cool
2. wi-fi signal is quite slow",,4.0,October 2022,"October 27, 2022",Superior Twin Room,2,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
"The property is clean very nice,and also the whole staff is awesome.",,Nice,10.0,October 2023,"October 27, 2023",Standard Queen Room,8,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Did not meet my expectations,Everything,Hotel does not meet standards of Golden Tulip as advertised.,3.0,September 2022,"September 16, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
I enjoyed every minute of it,Nothing I liked everything,Excellent,10.0,August 2022,"August 24, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
,,,3.0,June 2022,"August 21, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Exceptional,Rate could have been better or atleast inclusive of Beakfast...,The check in at late night was an easy process but my request for late check out was not responded well so I just checked out on time and looked for something else to do,10.0,May 2022,"June 2, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Bad,,workers bad behavior,1.0,May 2022,"May 1, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Exceptional,,Very nice hotel. Very kind people,10.0,March 2022,"March 15, 2022",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
beautiful! will be back!,,big windows are amazing!,10.0,January 2022,"January 13, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
No bad,The cable TV 📺  kept on going off. And difficult  to restart. Need to improve  on that,OK NOT BAD,6.0,December 2021,"December 28, 2021",Superior Twin Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2024,"August 20, 2024",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,June 2024,"July 22, 2024",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,July 2024,"August 19, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,August 2024,"August 19, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,August 2024,"August 19, 2024",Standard Queen Room,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,May 2024,"August 18, 2024",Standard Queen Room,4,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2024,"August 14, 2024",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2024,"August 13, 2024",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2024,"August 2, 2024",Standard Queen Room,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
My husband and I stayed at Golden Tulip for our honeymoon. Our flight arrived very early in the morning and the hotel ma,,,8.0,July 2024,"July 27, 2024",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2023,"August 22, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2023,"August 19, 2023",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,July 2022,"August 9, 2022",Superior Twin Room,4,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"December 7, 2022",Standard Queen Room,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 22, 2022",Standard Queen Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 22, 2022",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"December 20, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"December 20, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 13, 2022",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 12, 2022",Superior Twin Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 11, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 7, 2022",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 7, 2022",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,December 2022,"December 25, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,November 2022,"December 4, 2022",Deluxe Queen Room - High Floor,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"December 2, 2022",Superior Twin Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 2, 2022",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,October 2022,"November 28, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,October 2022,"November 28, 2022",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,November 2022,"November 26, 2022",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"November 25, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"November 24, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,December 2022,"December 22, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 25, 2022",Standard Queen Room,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"November 22, 2022",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,January 2023,"January 6, 2023",Deluxe Queen Room - High Floor,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,January 2023,"January 16, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,January 2023,"January 16, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,January 2023,"January 15, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,January 2023,"January 15, 2023",Superior Twin Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,December 2022,"January 14, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,January 2023,"January 12, 2023",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,January 2023,"January 10, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,January 2023,"January 9, 2023",Deluxe Queen Room - High Floor,9,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"January 5, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 28, 2022",Deluxe Queen Room - High Floor,3,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"January 3, 2023",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,January 2023,"January 1, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 31, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,December 2022,"December 31, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 30, 2022",Superior Twin Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,December 2022,"December 29, 2022",Standard Queen Room,5,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,December 2022,"December 29, 2022",Standard Queen Room,6,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"December 29, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"November 22, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,November 2022,"November 18, 2022",Standard Queen Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,January 2023,"January 18, 2023",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,September 2022,"September 5, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,September 2022,"September 18, 2022",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"September 18, 2022",Superior Twin Room,7,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,September 2022,"September 18, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"September 17, 2022",Standard Queen Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"September 15, 2022",Standard Queen Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,September 2022,"September 15, 2022",Superior Twin Room,4,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"September 6, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2022,"September 6, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,September 2022,"September 4, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"September 30, 2022",Superior Twin Room,2,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,August 2022,"August 27, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,August 2022,"August 27, 2022",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2022,"August 25, 2022",Standard Queen Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,August 2022,"August 19, 2022",Superior Twin Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2022,"August 19, 2022",Standard Queen Room,5,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,August 2022,"August 18, 2022",Superior Twin Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,August 2022,"August 14, 2022",Deluxe Queen Room - High Floor,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,August 2022,"August 13, 2022",Standard Queen Room,10,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,September 2022,"September 29, 2022",Superior Twin Room,5,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,October 2022,"October 9, 2022",Standard Queen Room,7,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,November 2022,"November 15, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,August 2022,"October 23, 2022",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"November 8, 2022",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"November 7, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"November 5, 2022",Standard Queen Room,16,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,November 2022,"November 4, 2022",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,November 2022,"November 2, 2022",Superior Twin Room,3,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"October 30, 2022",Superior Twin Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,October 2022,"October 30, 2022",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"October 27, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,August 2022,"October 23, 2022",Standard Queen Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,October 2022,"October 10, 2022",Deluxe Queen Room - High Floor,6,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"October 22, 2022",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,October 2022,"October 21, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,September 2022,"October 21, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,October 2022,"October 18, 2022",Superior Twin Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,October 2022,"October 18, 2022",Standard Queen Room,7,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,October 2022,"October 13, 2022",Standard Queen Room,2,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,September 2022,"October 12, 2022",Superior Twin Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,October 2022,"October 11, 2022",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,January 2023,"January 18, 2023",Standard Queen Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,January 2023,"January 19, 2023",Standard Queen Room,2,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,August 2023,"August 18, 2023",Standard Queen Room,3,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,May 2023,"June 1, 2023",Standard Queen Room,3,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,June 2023,"June 23, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 19, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 19, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 19, 2023",Standard Queen Room,1,Family,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 17, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 12, 2023",Standard Queen Room,5,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 6, 2023",Standard Queen Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,May 2023,"June 1, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,May 2023,"May 28, 2023",Standard Queen Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,June 2023,"June 25, 2023",Superior Twin Room,1,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Wonderful,,,9.0,May 2023,"May 27, 2023",Standard Queen Room,2,Couple,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,March 2023,"May 26, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,May 2023,"May 22, 2023",Standard Queen Room,6,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Good,,,7.0,April 2023,"May 21, 2023",Standard Queen Room,1,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,May 2023,"May 21, 2023",Standard Queen Room,4,Group,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
Very Good,,,8.0,May 2023,"May 15, 2023",Standard Queen Room,1,Solo traveler,7.8,0,0,0,0,0,0,0,0,0,0,0.00023994375611099798
