Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Convenient location,,location convenient,6.0,February 2024,"March 1, 2024",Superior King Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Convenient for late arrivals and early departures,Being able to exchange money . i didn't have any local money and couldn't tip the porter and the bellboy who took care of my luggage,The location at the airport,7.0,November 2021,"November 18, 2021",Deluxe Two Beds,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Exceptional,,Perfect location.,10.0,June 2022,"July 18, 2022",Deluxe Two Beds,1,Group,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
great stay and even better location,nothing bad to say about this property,the location,10.0,January 2022,"January 31, 2022",Deluxe King,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Poor,Very old,Location,3.0,May 2024,"May 8, 2024",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Wonderful,,"Nice, super convenient.",9.0,July 2022,"July 14, 2022",Deluxe King,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Excellent place for a stay over,,"Comfortable and very convenient location, just walking distance from the airport.",8.0,July 2022,"July 28, 2022",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Got a good night sleep for our early flight.,"If someone is dropping you off at the front door of the hotel, it's a little tough.",Perfect location if you have an early flight,10.0,July 2022,"August 24, 2022",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Wonderful,Front desk did not seem too welcoming,The close proximity of the hotel to the airport,9.0,June 2022,"July 20, 2022",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Wonderful,,Location y costo beneficio,9.0,June 2024,"June 29, 2024",Superior Double Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Exceptional,,Convenient,10.0,January 2022,"February 1, 2022",Deluxe Queen,2,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
"wonderful staff, great location, will definitely stay again.!!",,Excellent location..,10.0,January 2022,"January 10, 2022",Deluxe King,2,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Very Good,No smoking area that doesn’t make me feel super self conscious and disruptive to guests who don’t smoke,So convenient to the airport!,8.0,July 2024,"July 12, 2024",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Very Good,the line/wait to check in,location to the airport,8.0,July 2022,"July 19, 2022",Deluxe King,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
excellent location,,location,10.0,January 2022,"February 1, 2022",Deluxe Two Beds,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Old Dirty Hotel,All. old . dirty hotel .,Location,3.0,November 2021,"January 26, 2022",Deluxe Queen,4,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
It was confortable and good to have a rest,All good,"the location of the hotel is excellent, specially when we have a connection flight",8.0,January 2022,"February 3, 2022",Camino Real Club King - Breakfast Included for Adults Only,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Good,,"Location good for a stay before Flight, otherweis not worth it.",7.0,December 2021,"January 15, 2022",Deluxe King,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Convenient location and good price. Would stay again,N/a everything was excellent for what I needed from my stay here,The convenient location so I could walk to the airport for my early morning flight.,10.0,June 2022,"July 26, 2022",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
good,"Did not have change at the desk, had to find a casa de cambio to get change and very few do.",Location,8.0,July 2022,"July 18, 2022",Deluxe Two Beds,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Fair,Nothing specific,Location,5.0,June 2022,"July 18, 2022",Deluxe Queen,1,Group,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074626
Clean although smalls like  humidity in the bathroom.all the staff super kind and friendly. Overall clean,The construction was kind of annoying and it’s been for more than a year.,Very convenient and easy  access to the airport.,9.0,July 2023,"July 28, 2023",Superior Double Room,2,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Great location and connection with both Airport terminals.,9.0,December 2023,"December 17, 2023",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Good,,Proximity to terminal 1,7.0,January 2024,"March 1, 2024",Superior Queen Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Didn’t eat anything but the location is a winner.,9.0,February 2024,"March 2, 2024",Superior Double Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,We could walk to the airport from the hotel.,Unaware of pick up location.  Had to get taxi at 380 pesos.  Hotel did not provide the information.,9.0,February 2024,"February 28, 2024",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Location,all good,the excellent location in front the airport,9.0,August 2023,"August 25, 2023",Superior King Room,2,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
I will definitely be staying here again in the future,There was nothing I didn’t like about it,Location to airport and how comfortable it is,9.0,March 2024,"March 12, 2024",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very good,Nothing,The location and the people,8.0,October 2023,"October 15, 2023",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Didn’t eat bfast but the location is super convenient!,9.0,January 2024,"January 11, 2024",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Simple and easy layover spot.,Nothing in particular.,The location. Great to walk straight from the plane to the hotel.,9.0,August 2023,"August 22, 2023",Superior King Room,2,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,location super,9.0,April 2023,"April 6, 2023",Superior King Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Location is perfect for making flight connections.  There’s a pedestrian skyway from Terminal 1 to the hotel.,9.0,April 2023,"April 4, 2023",Superior King Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Great stay.,"Well, it is expensive, for sure.","So close to the airport, so convenient!",9.0,August 2023,"August 22, 2023",Camino Real Club Two Beds - Breakfast Included for Adults Only,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Location,9.0,December 2023,"January 10, 2024",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very Good,,Location,8.0,December 2022,"March 2, 2023",Deluxe Two Beds,1,Group,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Location,9.0,August 2023,"August 26, 2023",Superior Double Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,Price it is high,"Location, it is right there in the airport",9.0,December 2023,"January 1, 2024",Superior Double Room,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very Good,,Location in Airport,8.0,April 2023,"May 14, 2023",Superior King Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Good,,perfect location for a layover in MEXICO,7.0,June 2023,"June 7, 2023",Camino Real Club King - Breakfast Included for Adults Only,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Ideal.,,Fantastic location for Benito Juárez Airport…. Just over an enclosed footbridge. Particularly useful for an early flight.,9.0,April 2023,"April 14, 2023",Superior King Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
it was good and will return,the thermostat,Airport location,7.0,October 2023,"November 20, 2023",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Convenient and comfortable,Price,Location,7.0,December 2023,"December 10, 2023",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,Location is great !,9.0,February 2024,"February 24, 2024",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
It was a good stay,Need a little renovation,The location very convenient if you have a flight,9.0,January 2024,"January 28, 2024",Superior King Room,2,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Will stay here again!,More frequent Shuttles,Location,9.0,November 2023,"November 16, 2023",Superior King Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,"Perfect location, just walking over the pedestrian bridge from the airport to the reception.",9.0,February 2024,"February 26, 2024",Superior Double Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Good place,Nothing to say,The location is great if you need to stay by the airport,9.0,January 2024,"January 15, 2024",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very enjoyable stop over before flight the next day.  Very pleasent.,nothing,convenient for airport.,9.0,February 2024,"February 6, 2024",Camino Real Club Two Beds - Breakfast Included for Adults Only,1,Group,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very Good,,The location was perfect,8.0,December 2023,"December 11, 2023",Deluxe Queen,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
ok for a last minute booking,the price,location at the east minute as we missed our flight,8.0,November 2023,"November 9, 2023",Superior Double Room,1,Group,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Altogether a nice experience .,,The location,8.0,March 2023,"April 7, 2023",Deluxe Queen,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
very good,,very good location,9.0,May 2023,"July 20, 2023",Superior Double Room,1,Couple,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
"So comfortable, convenient and lovely staff","They charged my stay a day before I arrived using a card I hadn’t authorised  them to use instead of me paying at check in as stated was policy on booking.com
This may be booking.coms fault but it could have caused me problems with my bank account.
Otherwise no faults!",Excellent location inside terminal 1,9.0,September 2023,"September 14, 2023",Superior King Room,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Staff was wonderful,,Location was great,9.0,February 2024,"February 29, 2024",Deluxe Queen,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Perfect for my late night arrival into Mex City airport.,Found the rates a bit high.,Location was perfect for a late flight into Mex City,8.0,March 2023,"March 25, 2023",Superior Double Room,1,Solo traveler,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Wonderful,,"Excellent location
Check in and check out were really quick",9.0,April 2023,"June 2, 2023",Superior King Room,1,Family,8,0,0,0,0,0,0,0,0,1,0,0.0005569869929074625
Very Good,"There were not enough towels for the 3 of us and no washing cloths. One of the beds slides off the floor very easily, the shower handle didn't stay in warm water, it slowly moved to hot water every time. The food was not very tasty.","I like that they remodeled the rooms. I like the new style, I don't know if all the rooms were remodeled. Beds look very comfortable by just looking at them. I love their sauna.",8.0,April 2024,"April 13, 2024",Superior Double Room,1,Family,8,1,1,0,1,0,0,0,1,0,0,0.0005552997954652007
Good,Too much noise at the lobby area. Excessive prices at restaurants within the hotel. Quality of food is average and cooking is made with very bad oils.,Location is great as is next to airport. Staff is attentive and helpful.,7.0,December 2023,"January 11, 2024",Deluxe Queen,1,Couple,8,0,0,0,1,1,0,0,1,1,0,0.0005543482379886003
Wonderful,No drinks/refreshments facility or vending machine after arriving in early hours !,Location. Staff.,9.0,September 2023,"September 13, 2023",Superior King Room,1,Couple,8,0,0,0,1,1,0,0,1,1,0,0.0005543482379886003
Worst bed I have ever slept in! Never again,Location,Great Location! Terrible Rooms,1.0,November 2023,"December 26, 2023",Superior Queen Room,1,Solo traveler,8,1,0,0,0,0,0,0,0,1,1,0.0005537921835308148
A convenient location for the money.,We have stayed at this location a number of times and we noticed that there are some details that are being let go.  Things like touch up paint and the quality of the hallway carpets.,The location is super convenient which is why we stayed there.  The airport is easy to manage and the room even though it was small was clean.,8.0,February 2022,"February 20, 2022",Deluxe King,1,Couple,8,1,0,0,0,0,0,0,0,1,1,0.0005537921835308148
Excellent location,,"Location and convenience. Friendly, hospitable staff. We were exhausted from travel day. The food and cocktails at the bar and the cozy seating were just what we needed. Great bar tender!",7.0,August 2022,"September 19, 2022",Deluxe Two Beds,1,Group,8,0,0,1,0,1,0,1,0,1,0,0.0005536538478195803
Comfortable,,"Breakfast taste is really good also you have different options for different people choices. Space for areas like waiting area is with enough space even the bar section is good. Location is perfect for travelers that needs to be close to the airport, they have a tunnel connecting directly to the airport, additionally the service offered for luggage keeping is perfect if you want to make tourism in the city",9.0,February 2024,"March 1, 2024",Deluxe Queen,1,Group,8,0,0,1,0,1,0,1,0,1,0,0.0005536538478195803
It’s convenient and a little less expensive than other airport hotels.,"We arrived at 10pm exhausted and there was a 30 minute check in line. 
I hate the loud music in the dining room for breakfast.","It’s quiet. A good walk from where we land, so a bit of a hike. The rooms are a good size, clean, good linens.",7.0,June 2024,"June 6, 2024",Superior Double Room,1,Couple,8,1,1,0,0,0,0,0,1,0,0,0.0005489396494224323
"My stay was brief, less than 24 hours.",I was very disappointed to learn that Breakfast was not included in the price of the room.,Very quiet and clean.,8.0,May 2022,"May 11, 2022",Deluxe King,1,Couple,8,1,1,0,0,0,0,0,1,0,0,0.0005489396494224322
"Not bad, could be better","No complementary water in a 5 stars hotel, in a city where it's not possible to drink tap water
Poor lighting in the room
Value for money not optimal","Super comfortable bed
Nice looking hotel
Easy reachable from airport",6.0,December 2021,"December 6, 2021",Deluxe King,1,Couple,8,1,1,0,0,0,0,0,1,0,0,0.0005489396494224322
unpleasant service but practical,"We had reserved an executive room with access to the VIP lounge: The American breakfast was really not good. 
The receptionist was unpleasant. We had to wait 15 minutes to do the check and she did not answer any questions before having our credit card to pay the room!!! Nice and friendly Welcome!!!",The hotel is extremely well located and the room was large,4.0,March 2022,"March 3, 2022",Camino Real Club King - Breakfast Included for Adults Only,1,Couple,8,1,1,0,1,0,1,0,1,0,0,0.0005483717869800163
"Convenient, once you find it, not great value otherwise","It’s a very long walk from the International arrivals, and you can’t use trolleys landslide! You have to get a porter
There are NO signs to the hotel 
Corridors are carpeted and the carpet is not helpful for pushing suitcases with wheels! So I would recommend asking for a room near the lifts, I was given a room as far away as you can get
Queue to check in as not many staff on desk even though quite a few people were arriving 
No tea and coffee making facilities in the room, which I’d expect in a hotel like this",The bed was comfortable,5.0,July 2023,"July 15, 2023",Superior King Room,1,Solo traveler,8,1,1,0,1,0,1,0,0,0,0,0.0005425526459722453
"Convenient hotel, unfriendly staff at reception however....","The check-in took some time, and I had to ask 2-3 times where my room was located, which was not wat I was looking for at 3am in the morning.  I was in the wrong building, had to come back, went back up wrongly again, what a mess.....  The staff were not helpful of assisting me at all.  Also, when I checked out, there were maybe 5 persons behind the reception, chatting with eachother and having a good time, while I asked to call a taxi.  But they wouldnt do that and help me (below their qualification??), so I had to wait 10' untl the concierge helped me instead....","The hotel is right next to the airport terminal, 5 minutes walking!  Rooms are clean, good size and quiet.",5.0,February 2023,"March 3, 2023",Deluxe Queen,1,Solo traveler,8,1,1,0,1,0,1,0,0,0,0,0.0005425526459722453
